         552  1483768678
         101           0
     4400000       30259
         350           0           0
  0.000000000000000E+000           0  0.000000000000000E+000
  0.382194364760292293E+01  0.117270767415336832E+04 -0.686141558335389945E+01 -0.186890983581542969E+02  0.643477392196655273E+01 -0.461579275131225586E+01 -0.338673609343297966E+07  0.168785705294390861E+07 -0.298215143549875915E+07 -0.966972449541625671E+11  0.481602357344336700E+11 -0.853268324689118042E+11  0.100000000000000000E+01  0.162231761401954389E+01  0.377847766751483505E+01  0.111289886110559988E+01  0.100000000000000000E+01           1           0
 -0.122645256321738163E+02  0.117600870845656777E+04 -0.822952161538243310E+01  0.699686508178710938E+02  0.213413085937500000E+02  0.545718765258789063E+02  0.144160958459252380E+08  0.300123575810434297E+07  0.112550559106584862E+08  0.415993878830621582E+12  0.878833196235815735E+11  0.324589553757506226E+12  0.100000000000000000E+01  0.161941556369012529E+01  0.000000000000000000E+00  0.833366280673894511E+00  0.100000000000000000E+01           1           0
 -0.424362614683185591E+01  0.116687045030615195E+04 -0.778166071288948391E+01  0.199111587524414062E+03 -0.749405212402343750E+02 -0.365937927246093750E+03  0.576563576287368834E+08 -0.298432449809660912E+08 -0.347670875778361708E+08  0.161551057027802808E+13 -0.854876015484732910E+12 -0.944401148828661133E+12  0.100000000000000000E+01  0.118826612793510789E+01  0.890698347863271422E+01  0.119120606861484313E+01  0.100000000000000000E+01           1           0
 -0.898788390966321238E+01  0.116591641362777204E+04 -0.106120497703221357E+02  0.304010925292968750E+03  0.383291091918945313E+02 -0.425908470153808594E+02  0.703972752002483010E+08  0.567739976423151791E+07 -0.488164399558397941E+07  0.199885355836225562E+13  0.158710815355522125E+12 -0.131935238260110931E+12  0.100000000000000000E+01  0.178897802256067617E+01  0.103825077685373799E+02  0.112691564284749068E+01  0.100000000000000000E+01           1           0
 -0.957335534780822606E+01  0.116348047143439908E+04 -0.152454295593391898E+01  0.245738006591796875E+03 -0.879461822509765625E+02  0.161672592163085937E+03  0.559849614499426037E+08 -0.179671222697916180E+08  0.384469539931190312E+08  0.159780097972952515E+13 -0.514084548521385864E+12  0.109819729171747705E+13  0.100000000000000000E+01  0.186678030623027169E+01  0.127655253596517060E+02  0.870271580475160178E+00  0.100000000000000000E+01           1           0
 -0.128226913709190953E+02  0.117339841831530157E+04 -0.826626668563090305E+01 -0.581371688842773438E+02  0.127111000061035156E+03  0.106642082214355469E+03 -0.161507693901808895E+08  0.216140579690404199E+08  0.246898471831523478E+08 -0.457047545515907959E+12  0.613580116743865479E+12  0.694880594136097168E+12  0.100000000000000000E+01  0.137046343274705551E+01  0.234953750678735807E+01  0.115842675518115912E+01  0.100000000000000000E+01           1           0
 -0.324828889676506671E+01  0.117572164522017761E+04 -0.233055879927009357E+01 -0.404326248168945313E+02  0.694573669433593750E+02 -0.693343200683593750E+02 -0.906136075326805376E+07  0.128657490725070946E+08 -0.164599867757407352E+08 -0.258100659211709961E+12  0.364674301679074951E+12 -0.467900721112206299E+12  0.100000000000000000E+01  0.171998447041518965E+01  0.000000000000000000E+00  0.835793299583291405E+00  0.100000000000000000E+01           1           0
 -0.192505916554421113E+02  0.116948227012935763E+04  0.108806317484684669E+02 -0.201124954223632812E+03  0.557396354675292969E+02  0.303857971191406250E+03 -0.461463553489686847E+08  0.109108672777493857E+08  0.772927216800523996E+08 -0.132616497720403271E+13  0.312621290375508728E+12  0.221681208284251855E+13  0.100000000000000000E+01  0.178448099367336632E+01  0.622138844392546098E+01  0.112713152959275131E+01  0.100000000000000000E+01           1           0
 -0.225121022818838803E+02  0.117193508314477458E+04  0.736048767561462292E+01 -0.157090057373046875E+03 -0.149761886596679688E+02 -0.153365493774414062E+03 -0.344341028988518566E+08 -0.488551006321102008E+07 -0.387317930581832975E+08 -0.982328340510031738E+12 -0.143424032525392273E+12 -0.110137466451575049E+13  0.100000000000000000E+01  0.134699562466481515E+01  0.386041225704911328E+01  0.942408475678677360E+00  0.100000000000000000E+01           1           0
  0.405737540781385331E+01  0.117648615182088315E+04 -0.832499230952304181E+01  0.100745525360107422E+02 -0.133246755599975586E+01  0.108479747772216797E+02  0.331911454183170665E+07 -0.508822097699077218E+06  0.361147204127737600E+07  0.946372655546213837E+11 -0.145638319574088516E+11  0.103002250304888580E+12  0.100000000000000000E+01  0.176330131805373469E+01  0.000000000000000000E+00  0.102512511761487612E+01  0.100000000000000000E+01           1           0
