         547  2130931524
          11           0
      800000        5107
         339           0           0
  0.000000000000000E+000           0  0.000000000000000E+000
  0.122030587365753291E+02  0.190133404803349180E+03 -0.934364146759029013E+00 -0.887055130004882813E+02  0.598400535583496094E+02  0.144489929199218750E+03 -0.234337692838987783E+08  0.849983866277429834E+07  0.359786279725538045E+08 -0.675673371320020020E+12  0.255074705662204651E+12  0.103146038215440942E+13  0.100000000000000000E+01  0.164857838012978730E+01  0.121459602837740022E+01  0.107871292408113373E+01  0.100000000000000000E+01           1           0
 -0.147434832107436158E+02  0.190743824129208491E+03 -0.143730866604930196E+01 -0.943005828857421875E+02 -0.265662822723388672E+02 -0.633809661865234375E+02 -0.203790182613762170E+08 -0.144284800367615111E+08 -0.969544915678418428E+07 -0.579889271952717773E+12 -0.412129744676866699E+12 -0.275156991705537964E+12  0.100000000000000000E+01  0.144058212268651253E+01  0.000000000000000000E+00  0.962379453130594920E+00  0.100000000000000000E+01           1           0
 -0.156072259843925014E+02  0.190773700997956610E+03 -0.177442406829361632E+01  0.865753860473632813E+02  0.354098701477050781E+02  0.979558792114257813E+02  0.207830106424602568E+08  0.620474796722933417E+06  0.223875791573400944E+08  0.590107620267315552E+12  0.161965540738251915E+11  0.635290391466023071E+12  0.100000000000000000E+01  0.190876162280487804E+01  0.000000000000000000E+00  0.831582877638384566E+00  0.100000000000000000E+01           1           0
  0.421891526490874380E+01  0.187837945678788827E+03 -0.237913220980014284E+01  0.197386512756347656E+02  0.480716085433959961E+01  0.672942161560058594E+01  0.674195251501358300E+07 -0.535356068604174070E+06 -0.580887728187795635E+07  0.191901036869761078E+12 -0.192957401403765717E+11 -0.165585904765909790E+12  0.100000000000000000E+01  0.144455756381756739E+01  0.313844642316012790E+01  0.100978508950442847E+01  0.100000000000000000E+01           1           0
 -0.736243304077639493E+01  0.185125881370035955E+03 -0.805454141332339724E+00  0.654592132568359375E+02  0.188667251586914062E+03 -0.587574829101562500E+03  0.276041708533031642E+08  0.472202836935697794E+08 -0.120129890261884838E+09  0.817226360929207764E+12  0.135865576075720020E+13 -0.341983653662260742E+13  0.100000000000000000E+01  0.181341150371327986E+01  0.524653974204258411E+01  0.848695286394093085E+00  0.100000000000000000E+01           1           0
 -0.172011526490188338E+02  0.189364487040010147E+03 -0.145679495070737430E+01  0.250793884277343750E+03 -0.140254020690917969E+02  0.194298782348632812E+03  0.569355885826739073E+08 -0.109238063318075836E+08  0.482920546534622759E+08  0.162188963575234595E+13 -0.312861002390618652E+12  0.138935523273197754E+13  0.100000000000000000E+01  0.181775013336191327E+01  0.979545729143743604E+00  0.103009316423155517E+01  0.100000000000000000E+01           1           0
 -0.809107007364342490E+00  0.186642927245349966E+03 -0.124406329181673692E+01 -0.313549213409423828E+02  0.134077606201171875E+02 -0.133145465850830078E+02 -0.911834007867597416E+07  0.648276966218205169E+07  0.470144926838140097E+07 -0.257190155715439148E+12  0.182217230629438293E+12  0.135130548051750488E+12  0.100000000000000000E+01  0.137656456024576990E+01  0.358544664303756200E+01  0.899158646066026024E+00  0.100000000000000000E+01           1           0
  0.338277304195538697E+01  0.191818350078626793E+03  0.171991637019742183E+00  0.240490093231201172E+02  0.153322820663452148E+02 -0.244517898559570313E+02  0.449021547216366045E+07  0.559716964713995694E+06 -0.420748014726309106E+07  0.128822316577469818E+12  0.174772961727586670E+11 -0.120860860129604675E+12  0.100000000000000000E+01  0.152846813823359673E+01  0.000000000000000000E+00  0.829008233279970863E+00  0.100000000000000000E+01           1           0
 -0.115697888351898843E+02  0.181087829213527783E+03  0.185698224157651914E+01 -0.693520355224609375E+01 -0.207503585815429688E+02 -0.799818563461303711E+01 -0.577620519986095838E+06 -0.223175911064598756E+07 -0.381868156297019334E+06 -0.138470325870000553E+11 -0.614248699814023743E+11 -0.468709440991756248E+10  0.100000000000000000E+01  0.158409791212062934E+01  0.906905600596323147E+01  0.100653407800603545E+01  0.100000000000000000E+01           1           0
 -0.403406084124990283E+01  0.170710907442034568E+03  0.550053079335672157E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.100000000000000000E+01  0.164960703694711075E+01  0.197509785143279153E+02  0.112472291902129418E+01  0.100000000000000000E+01           0           0
